player_id,player_display_name,position,recent_team,age,proj_points,proj_boom_weeks,proj_boom_rate,carry_share,prior_pts,prior_boom_rate,replacement_pts,vor,sim_value,overall_rank,proj_season,is_rookie,draft_round,draft_pick,bye_week
rookie_2026_33,De'Zhaun Stribling,WR,SF,23.0,105.1,1.2,0.069,0.0,,,,2.2,1.3041,155,2026,True,2,33,8
00-0038935,Brenton Strange,TE,JAX,26.0,126.8010406494,0.99964964,0.05880292,0.0,118.0,0.0,125.5790863037,1.2219543457,0.8395138304,156,2026,False,0,0,7
00-0037157,Bam Knight,RB,ARI,25.0,91.2315444946,0.93290865,0.05487698,0.2286501377,92.5,0.0,91.2315444946,0.0,0.0,157,2026,False,0,0,14
00-0039150,Bryce Young,QB,CAR,25.0,210.3753976643,3.3782227,0.19871898,0.0878378378,242.84,0.1875,210.3753976643,0.0,0.0,158,2026,False,0,0,5
00-0038129,Cade Otton,TE,TB,27.0,125.5790863037,1.1070096,0.065118216,0.0,122.2,0.0666666667,125.5790863037,0.0,0.0,159,2026,False,0,0,10
00-0040735,Luther Burden III,WR,CHI,23.0,89.7821807861,0.7247193,0.042630546,0.0120967742,134.3,0.1333333333,89.7821807861,0.0,0.0,160,2026,False,0,0,10
00-0034975,Justice Hill,RB,BAL,29.0,91.1324462891,0.79278064,0.046634156,0.0367346939,65.2,0.1111111111,91.2315444946,-0.0990982056,-0.0488029305,161,2026,False,0,0,13
00-0033526,Samaje Perine,RB,CIN,31.0,90.9444732666,0.9348178,0.054989282,0.2228116711,81.9,0.0,91.2315444946,-0.287071228,-0.1413740755,162,2026,False,0,0,6
00-0039342,Xavier Legette,WR,CAR,25.0,88.9558334351,0.64567685,0.037980992,0.0022522523,89.3,0.0666666667,89.7821807861,-0.8263473511,-0.489834803,163,2026,False,0,0,5
00-0037197,Isiah Pacheco,RB,DET,27.0,90.1647644043,0.76489955,0.04499409,0.2763466042,87.3,0.0,91.2315444946,-1.0667800903,-0.5253575918,164,2026,False,0,0,6
00-0034184,Gus Edwards,RB,LAC,31.0,89.2446136475,1.0466769,0.06156923,0.2186147186,64.1,0.0909090909,91.2315444946,-1.9869308472,-0.9785045806,165,2026,False,0,0,7
00-0040736,Mason Taylor,TE,NYJ,22.0,124.0656661987,0.8288035,0.048753146,0.0,86.9,0.0,125.5790863037,-1.513420105,-1.0397582478,166,2026,False,0,0,13
00-0040676,Cam Ward,QB,TEN,24.0,207.2804930104,4.539826,0.2670486,0.0887096774,208.66,0.0588235294,210.3753976643,-3.0949046539,-1.0659549972,167,2026,False,0,0,9
00-0031544,Amari Cooper,WR,BUF,32.0,87.8251419067,0.42819285,0.025187815,0.0,122.7,0.0769230769,89.7821807861,-1.9570388794,-1.1600760295,168,2026,False,0,0,7
00-0036924,Michael Carter,RB,TEN,27.0,88.8511352539,0.7212011,0.042423595,0.2534435262,99.0,0.0,91.2315444946,-2.3804092407,-1.1722810329,169,2026,False,0,0,9
00-0038996,Tucker Kraft,TE,GB,26.0,123.8575973511,1.0617893,0.06245819,0.0021321962,123.2,0.25,125.5790863037,-1.7214889526,-1.1827068578,170,2026,False,0,0,11
00-0040202,Devin Neal,RB,NO,23.0,88.5458984375,0.8885598,0.052268226,0.1334894614,60.0,0.0,91.2315444946,-2.6856460571,-1.3226011225,171,2026,False,0,0,8
00-0039405,Jawhar Jordan,RB,HOU,27.0,88.3198547363,0.96950936,0.057029963,0.0949227373,32.7,0.0,91.2315444946,-2.9116897583,-1.4339209489,172,2026,False,0,0,8
00-0039916,Ricky Pearsall,WR,SF,26.0,87.3158950806,0.5959158,0.03505387,0.0043290043,96.6,0.1111111111,89.7821807861,-2.4662857056,-1.4619428152,173,2026,False,0,0,8
DKBF-164-FERNANDO-MENDOZA,Fernando Mendoza,QB,LV,,205.9340904239,4.1540574913,0.244356323,0.0738170673,,,210.3753976643,-4.4413072404,-1.5296864287,174,2026,False,0,0,13
00-0040162,Dylan Sampson,RB,CLE,22.0,87.6087417603,0.7023924,0.0413172,0.1558752998,89.6,0.0,91.2315444946,-3.6228027344,-1.7841230233,175,2026,False,0,0,11
00-0039363,Isaac Guerendo,RB,SF,26.0,87.4938201904,1.0135703,0.05962178,0.185840708,96.2,0.0769230769,91.2315444946,-3.7377243042,-1.840718492,176,2026,False,0,0,8
00-0039373,Audric Estimé,RB,NO,23.0,87.4674072266,0.7837915,0.04610538,0.1077283372,48.1,0.0,91.2315444946,-3.7641372681,-1.8537260942,177,2026,False,0,0,8
00-0039491,Jalen Coker,WR,CAR,25.0,86.2567138672,0.7105154,0.041795023,0.0,90.5,0.0,89.7821807861,-3.5254669189,-2.0897947958,178,2026,False,0,0,5
00-0033555,Mack Hollins,WR,NE,33.0,85.1763305664,0.6384769,0.037557464,0.0021413276,116.4,0.0,89.7821807861,-4.6058502197,-2.7302147605,179,2026,False,0,0,11
00-0037263,Tyler Allgeier,RB,ARI,26.0,85.677947998,0.94794726,0.055761606,0.3075268817,123.0,0.0,91.2315444946,-5.5535964966,-2.7349817526,180,2026,False,0,0,14
00-0034837,Calvin Ridley,WR,TEN,32.0,84.8610229492,0.71228725,0.04189925,0.0,50.3,0.1428571429,89.7821807861,-4.9211578369,-2.9171199939,181,2026,False,0,0,9
00-0035250,Devin Singletary,RB,NYG,29.0,85.2784500122,0.7997781,0.04704577,0.2370517928,106.8,0.0,91.2315444946,-5.9530944824,-2.9317226757,182,2026,False,0,0,8
00-0040130,Jayden Higgins,WR,HOU,24.0,84.8073806763,0.57843417,0.03402554,0.0,129.5,0.0,89.7821807861,-4.9748001099,-2.9489175814,183,2026,False,0,0,8
00-0038797,Emanuel Wilson,RB,SEA,27.0,85.1775817871,0.743905,0.04375912,0.2665245203,95.5,0.0625,91.2315444946,-6.0539627075,-2.9813972884,184,2026,False,0,0,11
DKBF-184-NICK-SINGLETON,Nick Singleton,RB,TEN,,84.6118354314,0.8499333879,0.0499960816,0.1792135758,,,91.2315444946,-6.6197090633,-3.2600106087,185,2026,False,0,0,9
00-0040134,Pat Bryant,WR,DEN,24.0,84.0414886475,0.6018194,0.03540114,0.0,74.8,0.0,89.7821807861,-5.7406921387,-3.4029162184,186,2026,False,0,0,10
00-0039424,Devaughn Vele,WR,NO,29.0,84.0307388306,0.7852716,0.046192445,0.0,66.3,0.1111111111,89.7821807861,-5.7514419556,-3.4092883989,187,2026,False,0,0,8
00-0039410,Ryan Flournoy,WR,DAL,27.0,83.4643249512,0.6630979,0.03900576,0.0089285714,120.0,0.1538461538,89.7821807861,-6.317855835,-3.7450421599,188,2026,False,0,0,14
00-0039065,Sam LaPorta,TE,DET,25.0,119.9757614136,0.9583777,0.05637516,0.0,106.9,0.2222222222,125.5790863037,-5.6033248901,-3.8496272452,189,2026,False,0,0,6
00-0034791,Nick Chubb,RB,HOU,31.0,83.2778320312,0.80816907,0.047539357,0.2693156733,88.3,0.0,91.2315444946,-7.9537124634,-3.9169677642,190,2026,False,0,0,8
00-0038454,Keaton Mitchell,RB,LAC,24.0,82.9075775146,0.8040177,0.04729516,0.1204081633,55.4,0.0,91.2315444946,-8.32396698,-4.0993071451,191,2026,False,0,0,7
00-0038705,Emari Demercado,RB,KC,27.0,82.522026062,0.759589,0.044681706,0.1212121212,60.3,0.0,91.2315444946,-8.7095184326,-4.2891798138,192,2026,False,0,0,5
00-0040719,Bhayshul Tuten,RB,JAX,24.0,82.1589584351,0.76373523,0.0449256,0.1802575107,89.2,0.0,91.2315444946,-9.0725860596,-4.4679798644,193,2026,False,0,0,7
00-0038555,Tank Bigsby,RB,PHI,25.0,81.4230499268,0.9647114,0.05674773,0.1349036403,56.8,0.0,91.2315444946,-9.8084945679,-4.8303930039,194,2026,False,0,0,10
00-0030506,Travis Kelce,TE,KC,37.0,118.120475769,0.9098786,0.05352227,0.0023419204,191.2,0.1176470588,125.5790863037,-7.4586105347,-5.124255846,195,2026,False,0,0,5
00-0037563,Malik Davis,RB,DAL,28.0,80.8180999756,0.9535969,0.056093935,0.1160714286,43.6,0.0,91.2315444946,-10.413444519,-5.1283129336,196,2026,False,0,0,14
00-0039451,Isaiah Williams,WR,NYJ,25.0,81.0841522217,0.6266794,0.036863495,0.0066225166,48.7,0.0,89.7821807861,-8.6980285645,-5.1559396942,197,2026,False,0,0,13
00-0036309,Darnell Mooney,WR,NYG,29.0,81.0561218262,0.69292295,0.040760174,0.0,82.3,0.0,89.7821807861,-8.72605896,-5.1725553017,198,2026,False,0,0,8
00-0035537,Ty Johnson,RB,BUF,29.0,80.385635376,0.47777772,0.028104572,0.0957854406,97.1,0.0,91.2315444946,-10.8459091187,-5.3412889374,199,2026,False,0,0,7
00-0040078,Brashard Smith,RB,KC,23.0,79.9980163574,0.645303,0.037959002,0.1030444965,63.3,0.0,91.2315444946,-11.2335281372,-5.532179821,200,2026,False,0,0,5
00-0040782,Isaiah Bond,WR,CLE,22.0,80.3384552002,0.63548625,0.037381545,0.0119904077,52.6,0.0,89.7821807861,-9.4437255859,-5.5979673151,201,2026,False,0,0,11
00-0035359,David Sills,WR,TB,30.0,79.9493713379,0.552293,0.032487825,0.0,49.1,0.0,89.7821807861,-9.8328094482,-5.8286049723,202,2026,False,0,0,10
DKBF-192-EMMETT-JOHNSON,Emmett Johnson,RB,KC,,78.9134544126,0.7485928192,0.0440348717,0.1509964446,,,91.2315444946,-12.318090082,-6.0662944493,203,2026,False,0,0,5
00-0039798,Isaiah Davis,RB,NYJ,24.0,78.7919311523,0.5972201,0.035130594,0.0949227373,69.2,0.0,91.2315444946,-12.4396133423,-6.126141055,204,2026,False,0,0,13
00-0032464,Kalif Raymond,WR,CHI,32.0,79.0659484863,0.78276443,0.046044968,0.0046511628,60.8,0.0,89.7821807861,-10.7162322998,-6.3522724808,205,2026,False,0,0,10
00-0038951,Sean Tucker,RB,TB,25.0,78.1162185669,0.757733,0.04457253,0.1853448276,94.4,0.0714285714,91.2315444946,-13.1153259277,-6.4589094857,206,2026,False,0,0,10
00-0033925,D'Onta Foreman,RB,CLE,30.0,77.8288574219,0.78429073,0.046134748,0.1815856777,33.6,0.0,91.2315444946,-13.4026870728,-6.6004263367,207,2026,False,0,0,11
00-0039875,Ray Davis,RB,BUF,27.0,77.8231277466,0.8680793,0.05106349,0.1111111111,61.1,0.0769230769,91.2315444946,-13.408416748,-6.6032480321,208,2026,False,0,0,7
00-0030565,Geno Smith,QB,NYJ,36.0,191.161832729,3.360424,0.19767201,0.0964187328,194.5,0.2,210.3753976643,-19.2135649353,-6.6175853048,209,2026,False,0,0,13
DKBF-194-KAYTRON-ALLEN,Kaytron Allen,RB,WAS,,77.7581938962,0.7376205746,0.0433894456,0.1401848379,,,91.2315444946,-13.4733505984,-6.6352260298,210,2026,False,0,0,7
00-0033119,Jacoby Brissett,QB,ARI,34.0,191.0977047105,4.4747524,0.26322073,0.0991735537,253.54,0.6428571429,210.3753976643,-19.2776929538,-6.6396724414,211,2026,False,0,0,14
DKBF-197-TED-HURST,Ted Hurst,WR,TB,,78.5115443494,0.5519446201,0.0324673306,0.0054420927,,,89.7821807861,-11.2706364367,-6.6809072139,212,2026,False,0,0,10
00-0035535,Darius Slayton,WR,NYG,29.0,78.4335174561,0.39882874,0.023460515,0.0,96.8,0.0,89.7821807861,-11.3486633301,-6.727159299,213,2026,False,0,0,8
DKBF-220-KAELON-BLACK,Kaelon Black,RB,SF,,77.3097568897,0.7091888955,0.0417169939,0.1146573937,,,91.2315444946,-13.921787605,-6.8560679708,214,2026,False,0,0,8
00-0033881,Evan Engram,TE,DEN,32.0,115.4805297852,0.8706796,0.05121645,0.0022779043,102.8,0.0,125.5790863037,-10.0985565186,-6.9379661313,215,2026,False,0,0,10
00-0033955,Jeremy McNichols,RB,WAS,31.0,76.6317138672,0.4404881,0.025911065,0.0947368421,72.4,0.0,91.2315444946,-14.5998306274,-7.1899840728,216,2026,False,0,0,7
00-0040198,Ollie Gordon II,RB,MIA,22.0,76.5945205688,0.7371281,0.043360475,0.1650943396,54.1,0.0,91.2315444946,-14.6370239258,-7.2083006704,217,2026,False,0,0,6
DKBF-204-MIKE-WASHINGTON,Mike Washington,RB,LV,,76.5580640273,0.7298604992,0.0429329705,0.1216845728,,,91.2315444946,-14.6734804673,-7.2262544371,218,2026,False,0,0,13
DKBF-227-JORDAN-JAMES,Jordan James,RB,SF,,75.5221770043,0.6831676977,0.0401863352,0.1214049805,,,91.2315444946,-15.7093674903,-7.7363981084,219,2026,False,0,0,8
00-0026158,Joe Flacco,QB,CIN,41.0,187.8619103664,3.2482934,0.19107608,0.0318302387,166.36,0.2307692308,210.3753976643,-22.513487298,-7.754153027,220,2026,False,0,0,6
DKBF-234-DEMOND-CLAIBORNE,Demond Claiborne,RB,MIN,,75.2790995014,0.6812171456,0.0400715968,0.1199765486,,,91.2315444946,-15.9524449932,-7.8561065775,221,2026,False,0,0,6
DKBF-199-ZACHARIAH-BRANCH,Zachariah Branch,WR,ATL,,76.4958206043,0.5201162958,0.0305950762,0.0048979417,,,89.7821807861,-13.2863601819,-7.8757699341,222,2026,False,0,0,11
00-0036212,Tua Tagovailoa,QB,ATL,28.0,186.9867048865,2.0887184,0.12286579,0.0377358491,179.0,0.2142857143,210.3753976643,-23.3886927778,-8.0555935427,223,2026,False,0,0,11
DKBF-250-JAYDN-OTT,Jaydn Ott,RB,KC,,74.7613084731,0.678050985,0.0398853521,0.1178216937,,,91.2315444946,-16.4702360215,-8.1111033197,224,2026,False,0,0,5
00-0035973,Patrick Taylor,RB,SF,28.0,74.7106628418,0.70256144,0.041327145,0.0862831858,32.8,0.0,91.2315444946,-16.5208816528,-8.1360447928,225,2026,False,0,0,8
00-0039874,Jaylen Wright,RB,MIA,23.0,74.3469467163,0.70020527,0.041188546,0.1650943396,53.2,0.0,91.2315444946,-16.8845977783,-8.3151642097,226,2026,False,0,0,6
00-0034383,Dalton Schultz,TE,HOU,30.0,113.3480224609,0.9163574,0.053903375,0.0,177.7,0.0588235294,125.5790863037,-12.2310638428,-8.4030531032,227,2026,False,0,0,8
00-0039325,Carson Steele,RB,PHI,24.0,73.824432373,0.6577326,0.038690154,0.1247216036,25.9,0.0,91.2315444946,-17.4071121216,-8.5724870446,228,2026,False,0,0,10
00-0038551,Kendre Miller,RB,NO,24.0,73.520111084,0.7692197,0.045248218,0.1100702576,33.3,0.0,91.2315444946,-17.7114334106,-8.7223562641,229,2026,False,0,0,8
00-0031280,Derek Carr,QB,NO,35.0,184.7774362222,3.0227957,0.1778115,0.0383747178,153.9,0.3,210.3753976643,-25.5979614422,-8.8165155214,230,2026,False,0,0,8
00-0037746,Brian Robinson,RB,ATL,27.0,73.3165893555,0.6811755,0.040069144,0.1991341991,62.5,0.0,91.2315444946,-17.9149551392,-8.8225846862,231,2026,False,0,0,11
00-0038647,Ronnie Bell,WR,NO,26.0,74.5993499756,0.8090545,0.04759144,0.0,10.3,0.0,89.7821807861,-15.1828308105,-8.9999428568,232,2026,False,0,0,8
00-0040586,Jaydon Blue,RB,DAL,22.0,72.7593383789,0.6505173,0.038265724,0.0848214286,20.4,0.0,91.2315444946,-18.4722061157,-9.0970142839,233,2026,False,0,0,14
00-0038618,Xavier Hutchinson,WR,HOU,26.0,73.5507583618,0.33067405,0.019451415,0.0066225166,98.0,0.0,89.7821807861,-16.2314224243,-9.6215176291,234,2026,False,0,0,8
00-0035500,Greg Dortch,WR,DET,28.0,73.513168335,0.5281831,0.031069594,0.0192837466,75.1,0.0,89.7821807861,-16.2690124512,-9.6437999095,235,2026,False,0,0,6
00-0039901,Keon Coleman,WR,BUF,23.0,73.4580688477,0.27207494,0.016004408,0.0,106.5,0.0833333333,89.7821807861,-16.3241119385,-9.6764612915,236,2026,False,0,0,7
00-0033307,Kendrick Bourne,WR,ARI,31.0,73.4298782349,0.5093945,0.029964384,0.0,98.1,0.1428571429,89.7821807861,-16.3523025513,-9.6931718712,237,2026,False,0,0,14
00-0040669,Isaac TeSlaa,WR,DET,24.0,73.0440216064,0.51450294,0.030264879,0.0,75.9,0.0,89.7821807861,-16.7381591797,-9.9218965175,238,2026,False,0,0,6
00-0037545,Rashid Shaheed,WR,SEA,28.0,73.0294876099,0.22386956,0.013168798,0.0182555781,149.6,0.0555555556,89.7821807861,-16.7526931763,-9.9305118502,239,2026,False,0,0,11
DKBF-203-BRANDON-AIYUK,Brandon Aiyuk,WR,SF,,72.6669272284,0.461912532,0.0271713254,0.0045371878,,,89.7821807861,-17.1152535577,-10.1454271552,240,2026,False,0,0,8
00-0036755,Jaret Patterson,RB,LAC,27.0,70.5756988525,0.6321801,0.037187066,0.0907079646,25.7,0.0,91.2315444946,-20.6558456421,-10.1723920616,241,2026,False,0,0,7
00-0038608,Kayshon Boutte,WR,NE,24.0,72.5991668701,0.42310286,0.024888404,0.0,127.1,0.0714285714,89.7821807861,-17.183013916,-10.1855935353,242,2026,False,0,0,11
00-0033948,Jamaal Williams,RB,NO,31.0,70.3431777954,0.7270685,0.042768735,0.1083521445,37.1,0.0,91.2315444946,-20.8883666992,-10.286901794,243,2026,False,0,0,8
00-0038041,Jake Ferguson,TE,DAL,27.0,110.5776367188,1.2479794,0.073410556,0.0022321429,190.1,0.1764705882,125.5790863037,-15.001449585,-10.3063788325,244,2026,False,0,0,14
00-0038393,Dontayvion Wicks,WR,PHI,25.0,72.1229553223,0.44071603,0.025924472,0.0021321962,75.8,0.0769230769,89.7821807861,-17.6592254639,-10.4678779638,245,2026,False,0,0,10
00-0040581,Dont'e Thornton Jr.,WR,LV,24.0,72.0666046143,0.55368656,0.032569796,0.0,23.5,0.0,89.7821807861,-17.7155761719,-10.5012810333,246,2026,False,0,0,13
DKBF-206-CHRIS-BELL,Chris Bell,WR,MIA,,71.8780223217,0.4490853986,0.0264167882,0.0044576499,,,89.7821807861,-17.9041584645,-10.6130671605,247,2026,False,0,0,6
00-0040021,Phil Mafah,RB,DAL,24.0,69.6074981689,0.7306624,0.042980142,0.0111607143,10.9,0.0,91.2315444946,-21.6240463257,-10.6492022159,248,2026,False,0,0,14
00-0032211,Tyler Lockett,WR,LV,34.0,70.580291748,0.43247318,0.0254396,0.0,67.1,0.0,89.7821807861,-19.2018890381,-11.3823243005,249,2026,False,0,0,13
00-0032268,Marcus Mariota,QB,WAS,33.0,177.183929487,2.2808275,0.13416633,0.0926315789,137.1,0.2,210.3753976643,-33.1914681773,-11.4318905833,250,2026,False,0,0,7
00-0040556,Corey Kiner,RB,ARI,24.0,68.0147094727,0.61411047,0.036124144,0.0330578512,9.3,0.0,91.2315444946,-23.216835022,-11.4336034635,251,2026,False,0,0,14
00-0040667,Matthew Golden,WR,GB,23.0,70.4370117188,0.23160124,0.013623603,0.0213219616,70.0,0.0,89.7821807861,-19.3451690674,-11.4672565567,252,2026,False,0,0,11
00-0038619,Andrei Iosivas,WR,CIN,27.0,70.4338150024,0.3213781,0.018904595,0.0079575597,89.9,0.0,89.7821807861,-19.3483657837,-11.4691514776,253,2026,False,0,0,6
DKBF-213-MALACHI-FIELDS,Malachi Fields,WR,NYG,,70.288100606,0.4242267145,0.0249545126,0.0040401058,,,89.7821807861,-19.4940801801,-11.5555267562,254,2026,False,0,0,8
00-0038839,Mitchell Tinsley,WR,CIN,27.0,70.066696167,0.32245636,0.018968021,0.0,31.6,0.0,89.7821807861,-19.7154846191,-11.6867689023,255,2026,False,0,0,6
00-0035208,Olamide Zaccheaus,WR,ATL,29.0,70.0528945923,0.3295684,0.019386375,0.0080645161,84.8,0.0,89.7821807861,-19.7292861938,-11.6949500765,256,2026,False,0,0,11
00-0039394,Casey Washington,WR,ATL,25.0,70.0272445679,0.7349234,0.04323079,0.0,15.4,0.0,89.7821807861,-19.7549362183,-11.7101546689,257,2026,False,0,0,11
00-0035406,Lil'Jordan Humphrey,WR,DEN,28.0,69.9323196411,0.27703738,0.016296316,0.0,34.6,0.0,89.7821807861,-19.849861145,-11.7664234193,258,2026,False,0,0,10
00-0036550,Rashod Bateman,WR,BAL,27.0,69.7877197266,0.14298034,0.008410608,0.0,53.4,0.0,89.7821807861,-19.9944610596,-11.8521380653,259,2026,False,0,0,13
00-0038636,Kenny McIntosh,RB,SEA,26.0,67.0407180786,0.65081716,0.038283363,0.0811518325,22.4,0.0,91.2315444946,-24.190826416,-11.9132653711,260,2026,False,0,0,11
00-0032398,Chris Moore,WR,WAS,33.0,69.540145874,0.3890872,0.022887483,0.0021052632,38.6,0.0,89.7821807861,-20.2420349121,-11.9988926826,261,2026,False,0,0,7
00-0040466,Raheim Sanders,RB,CLE,24.0,66.1532821655,0.5615076,0.033029858,0.0647482014,20.3,0.0,91.2315444946,-25.0782623291,-12.3503012685,262,2026,False,0,0,11
00-0037329,Brittain Brown,RB,CHI,29.0,66.0874557495,0.65079147,0.03828185,0.0100806452,9.7,0.0,91.2315444946,-25.1440887451,-12.3827188284,263,2026,False,0,0,10
00-0040648,Tory Horton,WR,SEA,24.0,68.767868042,0.3133762,0.018433893,0.0,59.1,0.1428571429,89.7821807861,-21.0143127441,-12.456676639,264,2026,False,0,0,11
00-0039739,Roman Wilson,WR,PIT,25.0,68.6681518555,0.113589406,0.0066817296,0.0,40.6,0.0,89.7821807861,-21.1140289307,-12.5157855096,265,2026,False,0,0,9
00-0040126,Colston Loveland,TE,CHI,22.0,107.3054733276,0.57641315,0.033906657,0.002016129,172.0,0.1875,125.5790863037,-18.2736129761,-12.5544386163,266,2026,False,0,0,10
00-0040277,Jahdae Walker,WR,CHI,24.0,68.5658874512,0.19808686,0.011652168,0.0,26.7,0.0,89.7821807861,-21.216293335,-12.5764048899,267,2026,False,0,0,10
00-0039907,Ja'Lynn Polk,WR,NO,25.0,68.4268798828,0.2710364,0.015943317,0.0022522523,32.7,0.0,89.7821807861,-21.3553009033,-12.6588045548,268,2026,False,0,0,8
00-0034775,Christian Kirk,WR,SF,30.0,68.193145752,0.36138153,0.021257738,0.0,57.9,0.0,89.7821807861,-21.5890350342,-12.7973553855,269,2026,False,0,0,8
00-0039386,Bub Means,WR,NO,25.0,68.11769104,0.32697487,0.019233815,0.0,26.8,0.0,89.7821807861,-21.6644897461,-12.8420827558,270,2026,False,0,0,8
00-0036972,Mac Jones,QB,SF,28.0,172.1704353051,3.8183775,0.22461045,0.0476190476,148.44,0.3333333333,210.3753976643,-38.2049623592,-13.1586511057,271,2026,False,0,0,8
00-0036427,Tyler Johnson,WR,DAL,28.0,67.4819030762,0.375728,0.022101648,0.0,37.7,0.0,89.7821807861,-22.30027771,-13.2189594671,272,2026,False,0,0,14
DKBF-224-CHRIS-BRAZZELL,Chris Brazzell,WR,CAR,,67.3728798308,0.3899329082,0.0229372299,0.0045896304,,,89.7821807861,-22.4093009553,-13.2835852928,273,2026,False,0,0,5
00-0037085,Tyler Badie,RB,DEN,27.0,64.2349090576,0.42489946,0.024994086,0.0182232346,35.4,0.0,91.2315444946,-26.996635437,-13.2950431935,274,2026,False,0,0,10
00-0035228,Kyler Murray,QB,MIN,29.0,171.6559409607,3.2914982,0.19361754,0.0771349862,82.98,0.0,210.3753976643,-38.7194567036,-13.3358545671,275,2026,False,0,0,6
00-0040067,Jacardia Wright,RB,SEA,26.0,64.0175018311,0.5120802,0.030122364,0.0101419878,2.0,0.0,91.2315444946,-27.2140426636,-13.4021098121,276,2026,False,0,0,11
00-0037745,Velus Jones Jr.,RB,SEA,29.0,63.7285728455,0.5120802,0.030122364,0.0081135903,3.2,0.0,91.2315444946,-27.5029716492,-13.5443987781,277,2026,False,0,0,11
00-0037267,Jerome Ford,RB,WAS,27.0,63.6491584778,0.27151263,0.01597133,0.0575539568,43.6,0.0,91.2315444946,-27.5823860168,-13.5835080016,278,2026,False,0,0,7
00-0037300,Mike Woods,WR,DEN,26.0,66.7082290649,0.32177067,0.018927686,0.0,13.5,0.0,89.7821807861,-23.0739517212,-13.6775710381,279,2026,False,0,0,10
00-0032385,Sterling Shepard,WR,TB,33.0,66.6522979736,0.31636894,0.018609937,0.0086206897,84.0,0.0,89.7821807861,-23.1298828125,-13.7107253709,280,2026,False,0,0,10
00-0029604,Kirk Cousins,QB,LV,38.0,170.5368595557,2.5554383,0.1503199,0.0172043011,114.54,0.2,210.3753976643,-39.8385381087,-13.7212914543,281,2026,False,0,0,13
DKBF-232-ELIJAH-SARRATT,Elijah Sarratt,WR,BAL,,66.5873691955,0.372802108,0.0219295358,0.004898043,,,89.7821807861,-23.1948115907,-13.7492132722,282,2026,False,0,0,13
00-0038794,Jaleel McLaughlin,RB,DEN,26.0,63.0945777893,0.560621,0.032977708,0.0842824601,31.4,0.0,91.2315444946,-28.1369667053,-13.8566225615,283,2026,False,0,0,10
00-0035544,Tom Kennedy,WR,DET,30.0,66.3638534546,0.43205488,0.025414992,0.0,7.6,0.0,89.7821807861,-23.4183273315,-13.881706937,284,2026,False,0,0,6
00-0040522,Xavier Restrepo,WR,TEN,24.0,66.3374786377,0.22158265,0.013034274,0.0,7.1,0.0,89.7821807861,-23.4447021484,-13.8973411654,285,2026,False,0,0,9
DKBF-248-ELI-HEIDENREICH,Eli Heidenreich,WR,PIT,,65.9046877531,0.3608500323,0.0212264725,0.0050654595,,,89.7821807861,-23.8774930331,-14.1538870809,286,2026,False,0,0,9
00-0037837,Calvin Austin III,WR,NYG,27.0,65.7884979248,0.31410456,0.01847674,0.0,86.2,0.0,89.7821807861,-23.9936828613,-14.2227610497,287,2026,False,0,0,8
00-0036849,Tutu Atwell,WR,MIA,27.0,65.5281219482,0.43104982,0.025355872,0.0,31.2,0.0,89.7821807861,-24.2540588379,-14.3771043958,288,2026,False,0,0,6
00-0040727,Tre Harris,WR,LAC,24.0,65.4637374878,0.3693154,0.021724435,0.0044247788,69.4,0.0,89.7821807861,-24.3184432983,-14.4152696412,289,2026,False,0,0,7
00-0037801,KaVontae Turpin,WR,DAL,30.0,65.2669906616,0.3063078,0.018018106,0.0379464286,86.5,0.0,89.7821807861,-24.5151901245,-14.5318954678,290,2026,False,0,0,14
00-0035298,Scott Miller,WR,CHI,29.0,65.1182174683,0.44802892,0.026354643,0.0,15.2,0.0,89.7821807861,-24.6639633179,-14.6200839127,291,2026,False,0,0,10
00-0038738,Hunter Luepke,RB,DAL,26.0,61.227355957,0.48238719,0.028375717,0.0357142857,37.0,0.0,91.2315444946,-30.0041885376,-14.7761739986,292,2026,False,0,0,14
00-0039266,Kendall Milton,RB,CIN,24.0,61.2241821289,0.59564763,0.035038095,0.0053050398,0.2,0.0,91.2315444946,-30.0073623657,-14.7777370149,293,2026,False,0,0,6
00-0036945,Justin Fields,QB,KC,27.0,167.3383070091,2.0104122,0.11825954,0.1523178808,128.08,0.3333333333,210.3753976643,-43.0370906553,-14.8229451245,294,2026,False,0,0,5
00-0033009,Tyler Boyd,WR,TEN,32.0,64.6929626465,0.3333751,0.0196103,0.0022222222,78.3,0.0,89.7821807861,-25.0892181396,-14.8721626682,295,2026,False,0,0,9
00-0037741,Jahan Dotson,WR,ATL,26.0,64.3707733154,0.13428092,0.007898877,0.0,50.2,0.0,89.7821807861,-25.4114074707,-15.0631471825,296,2026,False,0,0,11
00-0037291,Jalen Nailor,WR,LV,27.0,64.3346099854,0.35772765,0.021042803,0.0050505051,101.7,0.0588235294,89.7821807861,-25.4475708008,-15.0845837584,297,2026,False,0,0,13
00-0036165,Isaiah Hodgins,WR,NYG,28.0,63.8958740234,0.19802892,0.01164876,0.0,27.5,0.0,89.7821807861,-25.8863067627,-15.3446537437,298,2026,False,0,0,8
DKBF-151-KENYON-SADIQ,Kenyon Sadiq,TE,NYJ,,103.1720017683,0.8014598304,0.0471446959,0.0014922458,,,125.5790863037,-22.4070845354,-15.3942390997,299,2026,False,0,0,13
